record_id,category,token,lemma,pos,tag,dependency,head
10085,Category 1: Risk,early,early,ADV,RB,advmod,work
10085,Category 1: Risk,lucky,lucky,ADJ,JJ,acomp,are
10085,Category 1: Risk,comes,come,VERB,VBZ,advcl,are
10085,Category 1: Risk,time,time,NOUN,NN,pobj,on
10085,Category 1: Risk,constantly,constantly,ADV,RB,advmod,calling
10085,Category 1: Risk,calling,call,VERB,VBG,ROOT,calling
10085,Category 1: Risk,shifts,shift,NOUN,NNS,dobj,calling
10085,Category 1: Risk,work,work,NOUN,NN,pobj,for
10085,Category 1: Risk,little,little,ADJ,JJ,amod,notice
10085,Category 1: Risk,notice,notice,NOUN,NN,pobj,with
10085,Category 1: Risk,low,low,ADJ,JJ,amod,potential
10085,Category 1: Risk,potential,potential,NOUN,NN,dobj,has
10085,Category 1: Risk,good,good,ADJ,JJ,amod,waitress
10085,Category 1: Risk,waitress,waitress,NOUN,NN,attr,becoming
10085,Category 1: Risk,simply,simply,ADV,RB,advmod,refuses
10085,Category 1: Risk,refuses,refuse,VERB,VBZ,advcl,has
10085,Category 1: Risk,listen,listen,VERB,VB,xcomp,refuses
10085,Category 1: Risk,advice,advice,NOUN,NN,pobj,to
10085,Category 1: Risk,instruction,instruction,NOUN,NN,conj,advice
10059,Category 1: Risk,Amelie,amelie,PROPN,NNP,nsubj,is
10059,Category 1: Risk,fickle,fickle,ADJ,JJ,advmod,minded
10059,Category 1: Risk,minded,minded,ADJ,JJ,amod,person
10059,Category 1: Risk,person,person,NOUN,NN,attr,is
10059,Category 1: Risk,comes,come,VERB,VBZ,ROOT,comes
10059,Category 1: Risk,late,late,ADV,RB,advmod,comes
10059,Category 1: Risk,office,office,NOUN,NN,pobj,to
10059,Category 1: Risk,irregular,irregular,ADJ,JJ,acomp,Is
10059,Category 1: Risk,attending,attend,VERB,VBG,pcomp,in
10059,Category 1: Risk,meetings,meeting,NOUN,NNS,dobj,attending
10059,Category 1: Risk,listening,listen,VERB,VBG,conj,attending
10059,Category 1: Risk,properly,properly,ADV,RB,advmod,listening
10059,Category 1: Risk,Unable,unable,ADJ,JJ,ROOT,Unable
10059,Category 1: Risk,answer,answer,VERB,VB,xcomp,Unable
10059,Category 1: Risk,client,client,NOUN,NN,poss,queries
10059,Category 1: Risk,queries,query,NOUN,NNS,dobj,answer
10059,Category 1: Risk,meetings,meeting,NOUN,NNS,pobj,in
10059,Category 1: Risk,emails,email,NOUN,NNS,pobj,on
10059,Category 1: Risk,Unable,unable,ADJ,JJ,ROOT,Unable
10059,Category 1: Risk,maintain,maintain,VERB,VB,xcomp,Unable
10059,Category 1: Risk,proper,proper,ADJ,JJ,amod,balance
10059,Category 1: Risk,balance,balance,NOUN,NN,dobj,maintain
10059,Category 1: Risk,Work,work,PROPN,NNP,pobj,between
10059,Category 1: Risk,Personal,personal,PROPN,NNP,compound,Life
10059,Category 1: Risk,Life,life,PROPN,NNP,conj,Work
10059,Category 1: Risk,Unprofessional,unprofessional,ADJ,JJ,amod,behavior
10059,Category 1: Risk,behavior,behavior,NOUN,NN,ROOT,behavior
10059,Category 1: Risk,colleagues,colleague,NOUN,NNS,pobj,with
10059,Category 1: Risk,seniors,senior,NOUN,NNS,conj,colleagues
10059,Category 1: Risk,spite,spite,NOUN,NN,pobj,in
10059,Category 1: Risk,fact,fact,NOUN,NN,pobj,of
10059,Category 1: Risk,talent,talent,NOUN,NN,dobj,has
10059,Category 1: Risk,produce,produce,VERB,VB,xcomp,has
10059,Category 1: Risk,better,well,ADJ,JJR,amod,results
10059,Category 1: Risk,results,result,NOUN,NNS,dobj,produce
10059,Category 1: Risk,Needs,need,VERB,VBZ,ROOT,Needs
10059,Category 1: Risk,guided,guide,VERB,VBN,xcomp,Needs
10059,Category 1: Risk,proper,proper,ADJ,JJ,amod,direction
10059,Category 1: Risk,direction,direction,NOUN,NN,pobj,in
70,Category 1: Risk,Tom,tom,PROPN,NNP,compound,Barrett
70,Category 1: Risk,Barrett,barrett,PROPN,NNP,nsubj,struggling
70,Category 1: Risk,struggling,struggle,VERB,VBG,ccomp,is
70,Category 1: Risk,position,position,NOUN,NN,pobj,in
70,Category 1: Risk,work,work,NOUN,NN,nsubj,is
70,Category 1: Risk,rarely,rarely,ADV,RB,advmod,is
70,Category 1: Risk,minimum,minimum,ADJ,JJ,amod,level
70,Category 1: Risk,acceptable,acceptable,ADJ,JJ,amod,level
70,Category 1: Risk,level,level,NOUN,NN,pobj,to
70,Category 1: Risk,makes,make,VERB,VBZ,ROOT,makes
70,Category 1: Risk,errors,error,NOUN,NNS,dobj,makes
70,Category 1: Risk,reluctant,reluctant,ADJ,JJ,acomp,is
70,Category 1: Risk,accept,accept,VERB,VB,xcomp,reluctant
70,Category 1: Risk,criticism,criticism,NOUN,NN,dobj,accept
70,Category 1: Risk,hampering,hamper,VERB,VBG,acl,criticism
70,Category 1: Risk,ability,ability,NOUN,NN,dobj,hampering
70,Category 1: Risk,improve,improve,VERB,VB,acl,ability
70,Category 1: Risk,distracted,distract,VERB,VBN,oprd,seems
70,Category 1: Risk,work,work,NOUN,NN,pobj,at
70,Category 1: Risk,late,late,ADJ,JJ,advmod,is
70,Category 1: Risk,completing,complete,VERB,VBG,compound,tasks
70,Category 1: Risk,tasks,task,NOUN,NNS,attr,is
70,Category 1: Risk,long,long,ADV,RB,advmod,finished
70,Category 1: Risk,finished,finish,VERB,VBN,advcl,is
70,Category 1: Risk,Overall,overall,ADV,RB,advmod,see
70,Category 1: Risk,prospect,prospect,NOUN,NN,dobj,see
70,Category 1: Risk,improvement,improvement,NOUN,NN,pobj,of
70,Category 1: Risk,future,future,NOUN,NN,pobj,in
33,Category 1: Risk,Kayden,kayden,PROPN,NNP,compound,Hill
33,Category 1: Risk,Hill,hill,PROPN,NNP,nsubj,struggles
33,Category 1: Risk,struggles,struggle,VERB,VBZ,ROOT,struggles
33,Category 1: Risk,tasks,task,NOUN,NNS,pobj,with
33,Category 1: Risk,set,set,VERB,VBN,acl,tasks
33,Category 1: Risk,easily,easily,ADV,RB,advmod,frustrated
33,Category 1: Risk,frustrated,frustrate,VERB,VBN,ROOT,frustrated
33,Category 1: Risk,tends,tend,VERB,VBZ,conj,frustrated
33,Category 1: Risk,want,want,VERB,VB,xcomp,tends
33,Category 1: Risk,aloof,aloof,ADJ,JJ,acomp,is
33,Category 1: Risk,team,team,NOUN,NN,pobj,with
33,Category 1: Risk,unhappy,unhappy,ADJ,JJ,oprd,seems
33,Category 1: Risk,team,team,NOUN,NN,pobj,within
32,Category 1: Risk,Kayden,kayden,PROPN,NNP,nsubj,failed
32,Category 1: Risk,consistently,consistently,ADV,RB,advmod,failed
32,Category 1: Risk,failed,fail,VERB,VBN,ROOT,failed
32,Category 1: Risk,deliver,deliver,VERB,VB,xcomp,failed
32,Category 1: Risk,numerous,numerous,ADJ,JJ,amod,amount
32,Category 1: Risk,tasks,task,NOUN,NNS,pobj,of
32,Category 1: Risk,office,office,NOUN,NN,pobj,around
32,Category 1: Risk,shows,show,VERB,VBZ,ROOT,shows
32,Category 1: Risk,stand,stand,VERB,VB,amod,offish
32,Category 1: Risk,offish,offish,ADJ,JJ,amod,attitude
32,Category 1: Risk,attitude,attitude,NOUN,NN,pobj,with
32,Category 1: Risk,constantly,constantly,ADV,RB,advmod,fails
32,Category 1: Risk,fails,fail,VERB,VBZ,conj,shows
32,Category 1: Risk,meet,meet,VERB,VB,xcomp,fails
32,Category 1: Risk,expected,expect,VERB,VBN,amod,deadlines
32,Category 1: Risk,deadlines,deadline,NOUN,NNS,dobj,meet
32,Category 1: Risk,Additionally,additionally,ADV,RB,advmod,decreasing
32,Category 1: Risk,quality,quality,NOUN,NN,nsubj,decreasing
32,Category 1: Risk,submissions,submission,NOUN,NNS,pobj,of
32,Category 1: Risk,decreasing,decrease,VERB,VBG,ROOT,decreasing
32,Category 1: Risk,greatly,greatly,ADV,RB,advmod,decreasing
32,Category 1: Risk,months,month,NOUN,NNS,pobj,over
32,Category 1: Risk,currently,currently,ADV,RB,advmod,see
32,Category 1: Risk,Kayden,kayden,PROPN,NNP,dobj,see
32,Category 1: Risk,individual,individual,NOUN,NN,pobj,as
32,Category 1: Risk,expect,expect,VERB,VBP,relcl,individual
32,Category 1: Risk,succeed,succeed,VERB,VB,xcomp,expect
32,Category 1: Risk,office,office,NOUN,NN,pobj,in
32,Category 1: Risk,believe,believe,VERB,VB,conj,see
32,Category 1: Risk,asset,asset,NOUN,NN,attr,is
32,Category 1: Risk,team,team,NOUN,NN,pobj,to
31,Category 1: Risk,Kayden,kayden,PROPN,NNP,compound,Hill
31,Category 1: Risk,Hill,hill,PROPN,NNP,nsubj,shown
31,Category 1: Risk,shown,show,VERB,VBN,ROOT,shown
31,Category 1: Risk,improvement,improvement,NOUN,NN,dobj,shown
31,Category 1: Risk,quarter,quarter,NOUN,NN,pobj,over
31,Category 1: Risk,continued,continue,VERB,VBN,ROOT,continued
31,Category 1: Risk,perform,perform,VERB,VB,xcomp,continued
31,Category 1: Risk,lowest,low,ADJ,JJS,amod,standard
31,Category 1: Risk,standard,standard,NOUN,NN,pobj,at
31,Category 1: Risk,possible,possible,ADJ,JJ,advcl,continued
31,Category 1: Risk,shows,show,VERB,VBZ,conj,continued
31,Category 1: Risk,desire,desire,NOUN,NN,dobj,shows
31,Category 1: Risk,better,better,VERB,VB,acl,desire
31,Category 1: Risk,seek,seek,VERB,VB,conj,better
31,Category 1: Risk,assistance,assistance,NOUN,NN,dobj,seek
31,Category 1: Risk,improve,improve,VERB,VB,relcl,assistance
31,Category 1: Risk,single,single,ADJ,JJ,amod,area
31,Category 1: Risk,area,area,NOUN,NN,nsubj,needs
31,Category 1: Risk,work,work,NOUN,NN,pobj,of
31,Category 1: Risk,needs,need,VERB,VBZ,ccomp,feel
31,Category 1: Risk,immediate,immediate,ADJ,JJ,amod,improvement
31,Category 1: Risk,improvement,improvement,NOUN,NN,dobj,needs
31,Category 1: Risk,improvement,improvement,NOUN,NN,attr,is
31,Category 1: Risk,shown,show,VERB,VBN,acl,improvement
31,Category 1: Risk,feel,feel,VERB,VBP,ROOT,feel
31,Category 1: Risk,choice,choice,NOUN,NN,dobj,have
31,Category 1: Risk,dismiss,dismiss,VERB,VB,acl,choice
31,Category 1: Risk,employee,employee,NOUN,NN,dobj,dismiss
31,Category 1: Risk,low,low,ADJ,JJ,amod,performance
31,Category 1: Risk,performance,performance,NOUN,NN,pobj,as
31,Category 1: Risk,work,work,NOUN,NN,conj,dismiss
31,Category 1: Risk,ethic,ethic,ADJ,JJ,advmod,work
31,Category 1: Risk,soon,soon,ADV,RB,advmod,become
31,Category 1: Risk,harmful,harmful,ADJ,JJ,acomp,become
31,Category 1: Risk,company,company,NOUN,NN,pobj,to
31,Category 1: Risk,effect,effect,VERB,VB,conj,become
31,Category 1: Risk,work,work,NOUN,NN,dobj,effect
31,Category 1: Risk,ethic,ethic,ADJ,JJ,amod,work
31,Category 1: Risk,peers,peer,NOUN,NNS,pobj,of
30,Category 1: Risk,Needs,need,VERB,VBZ,ROOT,Needs
30,Category 1: Risk,apply,apply,VERB,VB,xcomp,Needs
30,Category 1: Risk,work,work,NOUN,NN,pobj,at
30,Category 1: Risk,distracted,distracted,ADJ,JJ,ROOT,distracted
30,Category 1: Risk,indication,indication,NOUN,NN,conj,distracted
30,Category 1: Risk,things,thing,NOUN,NNS,nsubj,improve
30,Category 1: Risk,improve,improve,VERB,VB,acl,indication
30,Category 1: Risk,Possible,possible,ADJ,JJ,amod,re
30,Category 1: Risk,training,training,NOUN,NN,nsubj,needed
30,Category 1: Risk,needed,need,VERB,VBN,ROOT,needed
30,Category 1: Risk,need,need,VERB,VBP,ROOT,need
30,Category 1: Risk,Broderick,broderick,PROPN,NNP,nsubj,work
30,Category 1: Risk,work,work,VERB,VB,ccomp,see
29,Category 1: Risk,Broderick,broderick,PROPN,NNP,compound,Hays
29,Category 1: Risk,Hays,hays,PROPN,NNP,nsubj,been
29,Category 1: Risk,member,member,NOUN,NN,attr,been
29,Category 1: Risk,team,team,NOUN,NN,pobj,of
29,Category 1: Risk,past,past,ADJ,JJ,amod,year
29,Category 1: Risk,year,year,NOUN,NN,pobj,for
29,Category 1: Risk,demonstrated,demonstrate,VERB,VBN,ROOT,demonstrated
29,Category 1: Risk,lack,lack,NOUN,NN,dobj,demonstrated
29,Category 1: Risk,motivation,motivation,NOUN,NN,pobj,of
29,Category 1: Risk,work,work,NOUN,NN,compound,hours
29,Category 1: Risk,hours,hour,NOUN,NNS,pobj,during
29,Category 1: Risk,customer,customer,NOUN,NN,compound,complaints
29,Category 1: Risk,complaints,complaint,NOUN,NNS,attr,been
29,Category 1: Risk,unresolved,unresolved,ADJ,JJ,amod,issues
29,Category 1: Risk,issues,issue,NOUN,NNS,pobj,to
29,Category 1: Risk,Unfortunately,unfortunately,ADV,RB,advmod,are
29,Category 1: Risk,unable,unable,ADJ,JJ,acomp,are
29,Category 1: Risk,continue,continue,VERB,VB,xcomp,unable
29,Category 1: Risk,employment,employment,NOUN,NN,dobj,continue
29,Category 1: Risk,time,time,NOUN,NN,pobj,at
28,Category 1: Risk,Hays,hays,PROPN,NNP,nsubj,running
28,Category 1: Risk,running,run,VERB,VBG,ROOT,running
28,Category 1: Risk,late,late,ADV,RB,amod,work
28,Category 1: Risk,missing,miss,VERB,VBG,conj,late
28,Category 1: Risk,work,work,NOUN,NN,dobj,running
28,Category 1: Risk,Hays,hays,PROPN,NNP,nsubj,has
28,Category 1: Risk,hand,hand,VERB,VB,xcomp,has
28,Category 1: Risk,assignment,assignment,NOUN,NN,dobj,hand
28,Category 1: Risk,time,time,NOUN,NN,pobj,on
28,Category 1: Risk,Hays,hays,PROPN,NNP,nsubj,puts
28,Category 1: Risk,puts,put,VERB,VBZ,ROOT,puts
28,Category 1: Risk,little,little,ADJ,JJ,amod,effort
28,Category 1: Risk,effort,effort,NOUN,NN,dobj,puts
28,Category 1: Risk,work,work,VERB,VB,conj,puts
28,Category 1: Risk,assignments,assignment,NOUN,NNS,pobj,to
28,Category 1: Risk,appear,appear,VERB,VB,ROOT,appear
28,Category 1: Risk,enjoy,enjoy,VERB,VB,xcomp,appear
28,Category 1: Risk,job,job,NOUN,NN,dobj,enjoy
26,Category 1: Risk,Mackenzie,mackenzie,PROPN,NNP,nsubj,been
26,Category 1: Risk,frustrating,frustrating,ADJ,JJ,acomp,been
26,Category 1: Risk,work,work,VERB,VB,xcomp,frustrating
26,Category 1: Risk,quarter,quarter,NOUN,NN,pobj,in
26,Category 1: Risk,frequently,frequently,ADV,RB,advmod,late
26,Category 1: Risk,late,late,ADJ,JJ,acomp,'s
26,Category 1: Risk,return,return,VERB,VB,xcomp,'s
26,Category 1: Risk,assignments,assignment,NOUN,NNS,dobj,return
26,Category 1: Risk,attend,attend,VERB,VB,conj,return
26,Category 1: Risk,meetings,meeting,NOUN,NNS,dobj,attend
26,Category 1: Risk,time,time,NOUN,NN,pobj,on
26,Category 1: Risk,work,work,NOUN,NN,compound,product
26,Category 1: Risk,product,product,NOUN,NN,nsubjpass,riddled
26,Category 1: Risk,riddled,riddle,VERB,VBN,ROOT,riddled
26,Category 1: Risk,typos,typo,NOUN,NNS,pobj,with
26,Category 1: Risk,asked,ask,VERB,VBN,advcl,'s
26,Category 1: Risk,corrections,correction,NOUN,NNS,dobj,make
26,Category 1: Risk,slow,slow,ADJ,JJ,acomp,'s
26,Category 1: Risk,confused,confused,ADJ,JJ,ROOT,confused
26,Category 1: Risk,instructions,instruction,NOUN,NNS,pobj,about
26,Category 1: Risk,Unfortunately,unfortunately,ADV,RB,advmod,believe
26,Category 1: Risk,believe,believe,VERB,VBP,ROOT,believe
26,Category 1: Risk,Mackenzie,mackenzie,PROPN,NNP,nsubj,have
26,Category 1: Risk,ability,ability,NOUN,NN,dobj,have
26,Category 1: Risk,improve,improve,VERB,VB,acl,ability
25,Category 1: Risk,start,start,VERB,VB,ROOT,start
25,Category 1: Risk,Mackenzie,mackenzie,PROPN,NNP,nsubj,is
25,Category 1: Risk,detrimental,detrimental,ADJ,JJ,acomp,is
25,Category 1: Risk,company,company,NOUN,NN,pobj,to
25,Category 1: Risk,meeting,meet,VERB,VBG,ROOT,meeting
25,Category 1: Risk,company,company,NOUN,NN,compound,goals
25,Category 1: Risk,goals,goal,NOUN,NNS,pobj,of
25,Category 1: Risk,improve,improve,VERB,VB,ccomp,see
25,Category 1: Risk,recommend,recommend,VERB,VB,ROOT,recommend
25,Category 1: Risk,rehiring,rehire,VERB,VBG,xcomp,recommend
25,Category 1: Risk,position,position,NOUN,NN,pobj,for
24,Category 1: Risk,reports,report,NOUN,NNS,nsubj,reflect
24,Category 1: Risk,Jalen,jalen,PROPN,NNP,nsubj,turns
24,Category 1: Risk,turns,turn,VERB,VBZ,acl,reports
24,Category 1: Risk,usually,usually,ADV,RB,advmod,reflect
24,Category 1: Risk,reflect,reflect,VERB,VBP,ROOT,reflect
24,Category 1: Risk,poor,poor,ADJ,JJ,amod,effort
24,Category 1: Risk,effort,effort,NOUN,NN,dobj,reflect
24,Category 1: Risk,example,example,NOUN,NN,pobj,For
24,Category 1: Risk,filled,fill,VERB,VBN,ROOT,filled
24,Category 1: Risk,basic,basic,ADJ,JJ,amod,errors
24,Category 1: Risk,spelling,spelling,NOUN,NN,compound,errors
24,Category 1: Risk,errors,error,NOUN,NNS,pobj,with
24,Category 1: Risk,font,font,ADJ,JJ,amod,changes
24,Category 1: Risk,randomly,randomly,ADJ,JJ,amod,changes
24,Category 1: Risk,changes,change,NOUN,NNS,nsubj,are
24,Category 1: Risk,page,page,NOUN,NN,pobj,from
24,Category 1: Risk,page,page,NOUN,NN,pobj,to
24,Category 1: Risk,formatting,formatting,NOUN,NN,nsubj,are
24,Category 1: Risk,spacing,spacing,NOUN,NN,conj,formatting
24,Category 1: Risk,inconsistent,inconsistent,ADJ,JJ,acomp,are
24,Category 1: Risk,frustrating,frustrating,ADJ,JJ,acomp,is
24,Category 1: Risk,correcting,correct,VERB,VBG,csubj,takes
24,Category 1: Risk,errors,error,NOUN,NNS,dobj,correcting
24,Category 1: Risk,takes,take,VERB,VBZ,advcl,is
24,Category 1: Risk,significant,significant,ADJ,JJ,amod,amount
24,Category 1: Risk,time,time,NOUN,NN,pobj,of
24,Category 1: Risk,spoken,speak,VERB,VBN,advcl,blown
24,Category 1: Risk,Jalen,jalen,PROPN,NNP,pobj,to
24,Category 1: Risk,importance,importance,NOUN,NN,pobj,about
24,Category 1: Risk,reviewing,review,VERB,VBG,amod,work
24,Category 1: Risk,proof,proof,NOUN,NN,npadvmod,reading
24,Category 1: Risk,reading,read,VERB,VBG,amod,work
24,Category 1: Risk,work,work,NOUN,NN,pobj,of
24,Category 1: Risk,blown,blow,VERB,VBN,ROOT,blown
24,Category 1: Risk,continued,continue,VERB,VBD,conj,blown
24,Category 1: Risk,submit,submit,VERB,VB,xcomp,continued
24,Category 1: Risk,subpar,subpar,ADJ,JJ,amod,work
24,Category 1: Risk,work,work,NOUN,NN,dobj,submit
24,Category 1: Risk,Unfortunately,unfortunately,ADV,RB,advmod,shows
24,Category 1: Risk,lack,lack,NOUN,NN,nsubj,shows
24,Category 1: Risk,willingness,willingness,NOUN,NN,pobj,of
24,Category 1: Risk,change,change,VERB,VB,acl,willingness
24,Category 1: Risk,shows,show,VERB,VBZ,ROOT,shows
24,Category 1: Risk,invested,invest,VERB,VBN,ccomp,shows
24,Category 1: Risk,moving,move,VERB,VBG,pcomp,in
24,Category 1: Risk,company,company,NOUN,NN,pobj,in
22,Category 1: Risk,think,think,VERB,VBP,ROOT,think
22,Category 1: Risk,Jalen,jalen,PROPN,NNP,nsubjpass,trained
22,Category 1: Risk,trained,train,VERB,VBN,ccomp,think
22,Category 1: Risk,perfect,perfect,VERB,VB,advcl,trained
22,Category 1: Risk,skills,skill,NOUN,NNS,dobj,perfect
22,Category 1: Risk,believe,believe,VERB,VBP,ROOT,believe
22,Category 1: Risk,people,people,NOUN,NNS,nsubj,are
22,Category 1: Risk,low,low,ADJ,JJ,amod,skills
22,Category 1: Risk,quality,quality,NOUN,NN,compound,skills
22,Category 1: Risk,skills,skill,NOUN,NNS,pobj,with
22,Category 1: Risk,willing,willing,ADJ,JJ,acomp,are
22,Category 1: Risk,learn,learn,VERB,VB,xcomp,willing
22,Category 1: Risk,problem,problem,NOUN,NN,attr,be
22,Category 1: Risk,time,time,NOUN,NN,dobj,give
21,Category 1: Risk,Tom,tom,PROPN,NNP,nsubj,show
21,Category 1: Risk,potential,potential,NOUN,NN,dobj,show
21,Category 1: Risk,job,job,NOUN,NN,compound,performance
21,Category 1: Risk,performance,performance,NOUN,NN,pobj,in
21,Category 1: Risk,Tom,tom,PROPN,NNP,nsubj,seems
21,Category 1: Risk,caught,catch,VERB,VBN,xcomp,seems
21,Category 1: Risk,team,team,NOUN,NN,pobj,with
21,Category 1: Risk,work,work,NOUN,NN,pobj,on
21,Category 1: Risk,Tom,tom,PROPN,NNP,nsubj,has
21,Category 1: Risk,bad,bad,ADJ,JJ,amod,attitude
21,Category 1: Risk,attitude,attitude,NOUN,NN,dobj,has
21,Category 1: Risk,continues,continue,VERB,VBZ,conj,has
21,Category 1: Risk,excuses,excuse,NOUN,NNS,dobj,make
21,Category 1: Risk,performance,performance,NOUN,NN,pobj,for
21,Category 1: Risk,Tom,tom,PROPN,NNP,nsubj,needs
21,Category 1: Risk,needs,need,VERB,VBZ,ROOT,needs
21,Category 1: Risk,training,training,NOUN,NN,dobj,needs
21,Category 1: Risk,sure,sure,ADJ,JJ,acomp,make
21,Category 1: Risk,offering,offer,VERB,VBG,ccomp,sure
21,Category 1: Risk,help,help,VERB,VB,advcl,offering
21,Category 1: Risk,successful,successful,ADJ,JJ,acomp,be
21,Category 1: Risk,career,career,NOUN,NN,pobj,in
20,Category 1: Risk,Tom,tom,PROPN,NNP,compound,Barrett
20,Category 1: Risk,Barrett,barrett,PROPN,NNP,nsubj,has
20,Category 1: Risk,problem,problem,NOUN,NN,dobj,has
20,Category 1: Risk,keeping,keep,VERB,VBG,pcomp,with
20,Category 1: Risk,wish,wish,VERB,VBP,ROOT,wish
20,Category 1: Risk,action,action,NOUN,NN,dobj,take
20,Category 1: Risk,work,work,VERB,VB,conj,take
20,Category 1: Risk,harder,hard,ADV,RBR,advmod,work
20,Category 1: Risk,holding,hold,VERB,VBG,ccomp,seems
20,Category 1: Risk,Unfortunately,unfortunately,ADV,RB,advmod,going
20,Category 1: Risk,good,good,ADJ,JJ,amod,worker
20,Category 1: Risk,long,long,ADJ,JJ,amod,term
20,Category 1: Risk,term,term,NOUN,NN,compound,worker
20,Category 1: Risk,worker,worker,NOUN,NN,attr,be
20,Category 1: Risk,focused,focused,ADJ,JJ,acomp,was
20,Category 1: Risk,determined,determine,VERB,VBN,conj,focused
18,Category 1: Risk,Libby,libby,PROPN,NNP,npadvmod,talk
18,Category 1: Risk,talk,talk,VERB,VB,ROOT,talk
18,Category 1: Risk,performance,performance,NOUN,NN,pobj,about
18,Category 1: Risk,numbers,number,NOUN,NNS,nsubj,reflect
18,Category 1: Risk,reflect,reflect,VERB,VB,ROOT,reflect
18,Category 1: Risk,time,time,NOUN,NN,pobj,of
18,Category 1: Risk,spending,spend,VERB,VBG,relcl,amount
18,Category 1: Risk,tasks,task,NOUN,NNS,pobj,on
18,Category 1: Risk,quality,quality,NOUN,NN,nsubj,is
18,Category 1: Risk,work,work,NOUN,NN,pobj,of
18,Category 1: Risk,low,low,ADJ,JJ,acomp,is
18,Category 1: Risk,need,need,VERB,VB,ccomp,low
18,Category 1: Risk,let,let,VERB,VB,xcomp,need
18,Category 1: Risk,Let,let,VERB,VB,ROOT,Let
18,Category 1: Risk,improve,improve,VERB,VB,advcl,do
18,Category 1: Risk,work,work,NOUN,NN,dobj,improve
18,Category 1: Risk,better,well,ADJ,JJR,amod,performer
18,Category 1: Risk,performer,performer,NOUN,NN,attr,be
18,Category 1: Risk,work,work,VERB,VBP,advcl,be
18,Category 1: Risk,improve,improve,VERB,VB,advcl,work
17,Category 1: Risk,Libby,libby,PROPN,NNP,nsubj,started
17,Category 1: Risk,started,start,VERB,VBD,ROOT,started
17,Category 1: Risk,longer,long,ADV,RBR,advmod,has
17,Category 1: Risk,motivation,motivation,NOUN,NN,dobj,has
17,Category 1: Risk,perform,perform,VERB,VB,acl,motivation
17,Category 1: Risk,shows,show,VERB,VBZ,ROOT,shows
17,Category 1: Risk,signs,sign,NOUN,NNS,dobj,shows
17,Category 1: Risk,interest,interest,NOUN,NN,pobj,of
17,Category 1: Risk,ambitions,ambition,NOUN,NNS,dobj,has
17,Category 1: Risk,performing,perform,VERB,VBG,ROOT,performing
17,Category 1: Risk,poorly,poorly,ADV,RB,advmod,performing
17,Category 1: Risk,effort,effort,NOUN,NN,dobj,show
17,Category 1: Risk,work,work,NOUN,NN,pobj,in
17,Category 1: Risk,longer,long,ADV,RB,advmod,takes
17,Category 1: Risk,takes,take,VERB,VBZ,ROOT,takes
17,Category 1: Risk,job,job,NOUN,NN,dobj,takes
17,Category 1: Risk,needs,need,VERB,VBZ,ROOT,needs
17,Category 1: Risk,change,change,VERB,VB,xcomp,needs
17,Category 1: Risk,work,work,NOUN,NN,dobj,change
17,Category 1: Risk,ethic,ethic,ADJ,JJ,advmod,change
17,Category 1: Risk,soon,soon,ADV,RB,advmod,change
17,Category 1: Risk,longer,long,ADV,RB,advmod,have
17,Category 1: Risk,job,job,NOUN,NN,dobj,have
17,Category 1: Risk,institution,institution,NOUN,NN,pobj,within
16,Category 1: Risk,Libby,libby,PROPN,NNP,nsubj,is
16,Category 1: Risk,senior,senior,ADJ,JJ,amod,associate
16,Category 1: Risk,associate,associate,NOUN,NN,attr,is
16,Category 1: Risk,turns,turn,VERB,VBZ,ROOT,turns
16,Category 1: Risk,work,work,NOUN,NN,compound,product
16,Category 1: Risk,product,product,NOUN,NN,pobj,in
16,Category 1: Risk,consistently,consistently,ADV,RB,advmod,seems
16,Category 1: Risk,like,like,SCONJ,IN,mark,come
16,Category 1: Risk,come,come,VERB,VBN,advcl,seems
16,Category 1: Risk,year,year,NOUN,NN,compound,associate
16,Category 1: Risk,associate,associate,NOUN,NN,pobj,from
16,Category 1: Risk,makes,make,VERB,VBZ,ROOT,makes
16,Category 1: Risk,careless,careless,ADJ,JJ,amod,mistakes
16,Category 1: Risk,mistakes,mistake,NOUN,NNS,dobj,makes
16,Category 1: Risk,checks,check,VERB,VBZ,conj,makes
16,Category 1: Risk,spelling,spelling,NOUN,NN,dobj,checks
16,Category 1: Risk,grammar,grammar,NOUN,NN,conj,spelling
16,Category 1: Risk,hesitant,hesitant,ADJ,JJ,acomp,is
16,Category 1: Risk,shy,shy,ADJ,JJ,conj,hesitant
16,Category 1: Risk,speaking,speak,VERB,VBG,pcomp,about
16,Category 1: Risk,clients,client,NOUN,NNS,pobj,with
16,Category 1: Risk,key,key,ADJ,JJ,amod,part
16,Category 1: Risk,role,role,NOUN,NN,pobj,of
16,Category 1: Risk,level,level,NOUN,NN,pobj,at
16,Category 1: Risk,frequently,frequently,ADV,RB,advmod,takes
16,Category 1: Risk,takes,take,VERB,VBZ,ROOT,takes
16,Category 1: Risk,hours,hour,NOUN,NNS,dobj,takes
16,Category 1: Risk,complete,complete,VERB,VB,xcomp,takes
16,Category 1: Risk,assignment,assignment,NOUN,NN,dobj,complete
16,Category 1: Risk,minutes,minute,NOUN,NNS,dobj,take
16,Category 1: Risk,Libby,libby,PROPN,NNP,nsubj,listens
16,Category 1: Risk,listens,listen,VERB,VBZ,ROOT,listens
16,Category 1: Risk,feedback,feedback,NOUN,NN,pobj,to
16,Category 1: Risk,takes,take,VERB,VBZ,conj,listens
